23	27	1993	부산광역시 부산진구 당감로50번길 11, 1층 (당감동)	부산광역시 부산진구 당감동 305-9 ,14(1층) 			129.0395892	35.166229		
24	28	본정냉면	부산광역시 부산진구 백양대로60번길 18 (당감동)	부산광역시 부산진구 당감동 244-7	051-895-3795		129.0427753	35.1631442		
25	29	대포집		부산광역시 부산진구 당감동 253-0			129.0398213	35.1627194		
26	30	동백		부산광역시 부산진구 전포동 111-0			129.0679493	35.1666772		
27	31	구내식당	부산광역시 부산진구 거제대로60번길 31 (양정동)	부산광역시 부산진구 양정동 370-1			129.0693535	35.1734809		
28	32	경일식당	부산광역시 부산진구 거제대로60번길 31 (양정동)	부산광역시 부산진구 양정동 370-1	051-864-9941		129.0693535	35.1734809		
29	33	단골식당		부산광역시 부산진구 범천동 865-0			129.0576817	35.1498349		
30	34	피자에땅 투핑거스(서면점)	부산광역시 부산진구 신천대로65번길 28, 2층 (범천동)	부산광역시 부산진구 범천동 868-16	051-634-3368		129.0579173	35.1490044		
31	35	두지식당	부산광역시 부산진구 복지로8번길 56 (개금동)	부산광역시 부산진구 개금동 527-51	051-894-0212		129.0192283	35.1502315		
32	36	기장산곰장어	부산광역시 부산진구 부전로 169 (부전동)	부산광역시 부산진구 부전동 346-39	051-802-8039		129.0593809	35.163098		
33	37	조실장	부산광역시 부산진구 부전로140번길 29 (부전동)	부산광역시 부산진구 부전동 352-7	051-805-8695		129.0577267	35.1606318		
34	38	홍대앞맥주집	부산광역시 부산진구 중앙대로909번길 9, 1층 (양정동)	부산광역시 부산진구 양정동 394-12 (1층)	051-863-8255		129.0694649	35.1715783		
35	39	우정분식	부산광역시 부산진구 동천로85번길 3 (부전동)	부산광역시 부산진구 부전동 168-365	051-803-0303		129.0620081	35.1562378		
36	41	진영곱창	부산광역시 부산진구 골드테마길 61 (범천동)	부산광역시 부산진구 범천동 847-29	051-642-8333		129.0598861	35.1444549		
37	42	한마당통영숯불바다장어	부산광역시 부산진구 범일로192번길 13 (범천동)	부산광역시 부산진구 범천동 854-12			129.0606809	35.1470745		
38	43	원조할매집	부산광역시 부산진구 골드테마길 10 (범천동)	부산광역시 부산진구 범천동 837-43	051-634-9618		129.0601571	35.1421443		
39	44	나온다식당	부산광역시 부산진구 당감로25번길 8 (당감동)	부산광역시 부산진구 당감동 279-1	051-896-3675		129.0391848	35.1641834		
40	45	한일반점	부산광역시 부산진구 냉정로252번길 5 (가야동)	부산광역시 부산진구 가야동 645-14	051-891-2800		129.0272856	35.1504978		
41	46	선산반점	부산광역시 부산진구 가야대로 471-7 (개금동,번지)	부산광역시 부산진구 개금동 201-58 번지			129.0235056	35.1537142		
42	47	청진동아구찜	부산광역시 부산진구 서면문화로 38-1 (부전동)	부산광역시 부산진구 부전동 403-19	051-807-5292		129.0558807	35.1605048		
43	48	울산식당	부산광역시 부산진구 동성로 130, 1층 (전포동)	부산광역시 부산진구 전포동 588-6	051-809-5492		129.0648788	35.1609889		
44	49	대명반점	부산광역시 부산진구 중앙대로755번길 5 (부전동)	부산광역시 부산진구 부전동 266-9	051-809-6722		129.0603437	35.1599305		
45	50	바다장어구이	부산광역시 부산진구 초읍천로 111 (초읍동)	부산광역시 부산진구 초읍동 645-18	051-817-6641		129.0465056	35.1819071		
46	52	진주복국집	부산광역시 부산진구 서전로10번길 31-11 (부전동)	부산광역시 부산진구 부전동 168-117			129.0604049	35.156152		
47	54	개성상황버섯삼계탕	부산광역시 부산진구 가야대로784번길 45 (부전동)	부산광역시 부산진구 부전동 517-22	051-806-6369		129.0573983	35.1553832	4	32
48	55	진주숯불갈비	부산광역시 부산진구 연지로 19, 1층 (연지동)	부산광역시 부산진구 연지동 189-9			129.0517454	35.1713519		
49	56	시골추어탕	부산광역시 부산진구 중앙대로743번길 20, 1층 (부전동)	부산광역시 부산진구 부전동 263-30	051-809-9562		129.0592278	35.1596868		
50	57	흥부네식당	부산광역시 부산진구 동천로107번길 18-6 (부전동)	부산광역시 부산진구 부전동 122-19	051-806-5934		129.0611922	35.1585481		
51	58	갯마을식당	부산광역시 부산진구 동천로 108 (전포동)	부산광역시 부산진구 전포동 660-13	051-808-4162		129.0625148	35.158408		
52	59	길림성		부산광역시 부산진구 부암동 42-5 외2	051-808-6690		129.0506578	35.1675772		
53	60	술고당	부산광역시 부산진구 서면로68번길 21 (부전동)	부산광역시 부산진구 부전동 255-10			129.0584998	35.1560035	4.2	10
54	61	부산양곱창1호	부산광역시 부산진구 가야대로784번길 62 (부전동)	부산광역시 부산진구 부전동 520-2	051-807-7746		129.0569673	35.1547495	4	56
55	63	일광식당		부산광역시 부산진구 당감동 762-4			129.0359837	35.1686933		
56	64	대박생생오리	부산광역시 부산진구 새싹로8번길 37 (부전동)	부산광역시 부산진구 부전동 265-2	051-817-4600		129.0597888	35.159941		
57	65	안정들깨삼계탕	부산광역시 부산진구 진사로61번길 29 (개금동)	부산광역시 부산진구 개금동 629-1	051-894-9868		129.0191575	35.1464589		
58	66	일미집	부산광역시 부산진구 동천로107번길 5 (부전동)	부산광역시 부산진구 부전동 144-2	051-807-8959		129.0619366	35.1581526		
59	67	주식회사급행장	부산광역시 부산진구 서면문화로5번길 29, 1층 (부전동)	부산광역시 부산진구 부전동 485-19	051-807-0087		129.0560407	35.1581103		
60	68	식분면서	부산광역시 부산진구 동천로108번길 9 (전포동)	부산광역시 부산진구 전포동 660-15			129.062803	35.1584035		
61	69	산정	부산광역시 부산진구 가야대로784번길 64, 지상1층 (부전동)	부산광역시 부산진구 부전동 520-9 지상1층			129.0569358	35.1546816	4	258
62	70	아는오빠	부산광역시 부산진구 서전로10번길 31-14, 지상1층 (부전동)	부산광역시 부산진구 부전동 168-155 지상1층	051-803-8450		129.0602551	35.1560713		
63	71	시골밥상	부산광역시 부산진구 가야대로784번길 46-9 (부전동)	부산광역시 부산진구 부전동 519-9			129.0566503	35.1553278	3	57
64	72	시골맛추어탕	부산광역시 부산진구 가야대로556번길 7 (가야동)	부산광역시 부산진구 가야동 227-5			129.0330321	35.1536568		
65	73	당감국수	부산광역시 부산진구 당감서로 47 (당감동)	부산광역시 부산진구 당감동 381-3	051-897-5055		129.0367179	35.1646305		
66	74	툴스돈카츠	부산광역시 부산진구 당감로 5 (당감동,18동202호)	부산광역시 부산진구 당감동 175-2 18동202호	051-898-0092		129.0388807	35.1619411		
67	75	송송쭈꾸미	부산광역시 부산진구 대학로15번길 4 (가야동)	부산광역시 부산진구 가야동 370-15			129.0371001	35.1538637		
68	76	길가온삼계탕	부산광역시 부산진구 부전로96번길 31 (부전동,,144)	부산광역시 부산진구 부전동 474-4 ,144 	051-803-2026		129.0564684	35.1588075		
69	77	대서양식당	부산광역시 부산진구 부전로96번길 26 (부전동)	부산광역시 부산진구 부전동 477-16	051-809-0190		129.0561146	35.1585987		
70	78	인제분식	부산광역시 부산진구 진사로61번길 29 (개금동)	부산광역시 부산진구 개금동 627-1			129.016955	35.1464819		
71	79	일출	부산광역시 부산진구 서전로9번길 27 (부전동)	부산광역시 부산진구 부전동 130-5	051-809-6282		129.0608894	35.1591111		
72	80	진주식당	부산광역시 부산진구 서전로9번길 46-1, 지상1-2층 (부전동)	부산광역시 부산진구 부전동 100-22 지상1-2층전체	051-809-6356		129.0616291	35.159564		
73	81	백년가마솥통닭	부산광역시 부산진구 새싹로14번길 4 (부전동)	부산광역시 부산진구 부전동 261-1	051-805-5070		129.0583687	35.1593192		
74	82	동해물회	부산광역시 부산진구 서전로 15 (부전동)	부산광역시 부산진구 부전동 142-5	051-809-3305		129.0613081	35.157957		
75	83	생일반점	부산광역시 부산진구 서전로68번길 51 (전포동)	부산광역시 부산진구 전포동 229-13	051-807-1183		129.0673212	35.1555326		
76	84	돼지국밥집	부산광역시 부산진구 동천로132번길 23-1 (전포동)	부산광역시 부산진구 전포동 631-2			129.0637821	35.1607866		
77	85	이치방(전포점)	부산광역시 부산진구 동천로132번길 23-1 (전포동)	부산광역시 부산진구 전포동 631-2	051-819-1344		129.0637821	35.1607866		
78	86	초읍돼지갈비	부산광역시 부산진구 성지로143번길 6 (초읍동)	부산광역시 부산진구 초읍동 290-22	051-809-2786		129.0486738	35.1812817		
79	87	원초량갈비	부산광역시 부산진구 성지로143번길 5 (초읍동)	부산광역시 부산진구 초읍동 174-12			129.0489504	35.1812184		
80	89	육장갈비	부산광역시 부산진구 가야대로784번길 49 (부전동)	부산광역시 부산진구 부전동 517-27	051-806-2382		129.0574086	35.1551923	3	2
81	90	달리는꼬꼬	부산광역시 부산진구 연지로 5 (연지동)	부산광역시 부산진구 연지동 177-7	051-802-3827		129.0504613	35.1707012		
82	91	대송	부산광역시 부산진구 황령대로8번길 60 (범천동)	부산광역시 부산진구 범천동 848-22	051-634-5678		129.0598782	35.1451115		
83	92	부자부자횟집	부산광역시 부산진구 가야대로703번길 6, 1층 (당감동)	부산광역시 부산진구 당감동 984	051-819-2893		129.0486471	35.1573928		
84	93	장터돼지국밥	부산광역시 부산진구 가야대로 590-2, 1층 (가야동)	부산광역시 부산진구 가야동 271-29	051-893-2453		129.0363706	35.1543033		
85	94	수림관	부산광역시 부산진구 당감로 5 (당감동,18동 106호)	부산광역시 부산진구 당감동 175-2 18동 106호	051-895-4030		129.0388807	35.1619411		
86	95	복돌네통닭	부산광역시 부산진구 당감로16번길 42 (당감동)	부산광역시 부산진구 당감동 241-66			129.0418614	35.1636275		
87	96	제일분식	부산광역시 부산진구 중앙대로680번길 50 (부전동)	부산광역시 부산진구 부전동 224-3			129.0620467	35.1533418		
88	97	부부식당	부산광역시 부산진구 중앙대로680번길 50 (부전동)	부산광역시 부산진구 부전동 224-3			129.0620467	35.1533418		
89	98	울산식당	부산광역시 부산진구 신천대로62번길 2 (부전동)[*미고시]	부산광역시 부산진구 부전동 535-10			129.0585977	35.1508272		
90	99	골목집	부산광역시 부산진구 서전로37번길 23 (전포동)	부산광역시 부산진구 전포동 661-1			129.0637555	35.1589167		
91	100	진영곱창		부산광역시 부산진구 범천동 850-0			129.0612182	35.1467033		
92	101	아리산	부산광역시 부산진구 중앙번영로 13-2 (범천동)	부산광역시 부산진구 범천동 850-325			129.0607807	35.145048		
93	102	개미식당		부산광역시 부산진구 범천동 1252-0			129.053661	35.1485635		
94	103	서울만두		부산광역시 부산진구 범천동 850-0			129.0612182	35.1467033		
95	104	부전식당		부산광역시 부산진구 부전동 372-0			129.0508406	35.1575098		
96	105	골목집	부산광역시 부산진구 중앙대로 613-7 (범천동)	부산광역시 부산진구 범천동 870-44			129.0583291	35.1476559		
97	106	할매집	부산광역시 부산진구 서면로 10 (부전동)	부산광역시 부산진구 부전동 534-5			129.0581861	35.1514024		
98	107	돼자뷰	부산광역시 부산진구 서면로 65-8 (부전동)	부산광역시 부산진구 부전동 502-28			129.057455	35.1564468		
99	109	원조사리원냉면	부산광역시 부산진구 부전로96번길 34-6 (부전동)	부산광역시 부산진구 부전동 477-23	051-808-8147		129.0562997	35.1584406		
100	110	우리동네	부산광역시 부산진구 새싹로14번길 26 (부전동)	부산광역시 부산진구 부전동 263-5	051-803-5279		129.0589931	35.1600206		
101	111	소금	부산광역시 부산진구 동천로107번길 25 (부전동,,10)	부산광역시 부산진구 부전동 142-9 ,10 			129.0608962	35.158137		
102	112	대가호	부산광역시 부산진구 서전로 13 (부전동)	부산광역시 부산진구 부전동 142-5	051-818-0798		129.0613081	35.157957		
103	113	현대식당	부산광역시 부산진구 서면문화로5번길 25 (부전동)	부산광역시 부산진구 부전동 485-2	051-819-2244		129.0562	35.1582064		
104	114	송하식당	부산광역시 부산진구 중앙대로 795-1 (부전동)	부산광역시 부산진구 부전동 58-1	051-809-9270		129.0626933	35.1628996		
105	115	신풍국밥&다섯친구들	부산광역시 부산진구 새싹로29번길 10 (부전동)	부산광역시 부산진구 부전동 402-5	051-807-8414		129.0564189	35.1603057		
106	116	서면통통낙지	부산광역시 부산진구 서전로9번길 36 (부전동)	부산광역시 부산진구 부전동 126-5	051-816-0880		129.0613154	35.1592245		
107	117	제일횟집	부산광역시 부산진구 서면문화로 24 (부전동,,25 (1,2,3층))	부산광역시 부산진구 부전동 398-12 ,25 (1,2,3층) 	051-805-6290		129.0566383	35.1594887		
108	118	대가집갈비	부산광역시 부산진구 서전로9번길 18 (부전동)	부산광역시 부산진구 부전동 117-3	051-808-8887		129.0608113	35.1585596		
109	119	물르팝	부산광역시 부산진구 서면문화로5번길 17 (부전동)	부산광역시 부산진구 부전동 486-11			129.0566388	35.1581752		
110	120	종가집	부산광역시 부산진구 부전로96번길 31-5 (부전동)	부산광역시 부산진구 부전동 474-5	051-816-3677		129.0563522	35.1588651		
111	121	자갈치복집	부산광역시 부산진구 부전로152번길 47 (부전동)	부산광역시 부산진구 부전동 264-28	051-803-1246		129.0584212	35.1602151		
112	122	엉클비어	부산광역시 부산진구 동성로 139, 1층 (전포동)	부산광역시 부산진구 전포동 631-2 (1층)	051-805-1577		129.0637821	35.1607866		
113	123	하이안	부산광역시 부산진구 서전로46번길 62-4 (전포동)	부산광역시 부산진구 전포동 687-25			129.0645876	35.1550827		
114	124	청년다방	부산광역시 부산진구 양지로 8, 1층 (양정동)	부산광역시 부산진구 양정동 364-1 (1층)	051-865-6692		129.0695247	35.1695738		
115	125	꼬꼬닭	부산광역시 부산진구 연수로54번길 5 (양정동)	부산광역시 부산진구 양정동 116-12			129.077044	35.174858		
116	126	산청칼국수	부산광역시 부산진구 성지로43번길 57 (초읍동)	부산광역시 부산진구 초읍동 223-1	051-818-9188		129.0537064	35.1768332		
117	127	모모스테이크	부산광역시 부산진구 중앙대로692번길 15 (부전동)	부산광역시 부산진구 부전동 189-8	051-802-4061		129.0601747	35.1546045		
118	128	언양꼬리곰탕	부산광역시 부산진구 서면로 44-1 (부전동)	부산광역시 부산진구 부전동 242-27	051-806-2252		129.0580396	35.1547314	4	151
119	129	이자카야타비타비	부산광역시 부산진구 가야대로784번길 51 (부전동)	부산광역시 부산진구 부전동 517-33			129.0573379	35.155122	4	3
120	131	컨츄리꼬꼬	부산광역시 부산진구 부전로66번길 49 (부전동)	부산광역시 부산진구 부전동 502-8	051-819-4609		129.0573902	35.156039	4	46
121	132	삼바리	부산광역시 부산진구 서전로10번길 24, 지상1층 (부전동)	부산광역시 부산진구 부전동 156-1 지상1층			129.0600535	35.1568974		
122	134	찜고을	부산광역시 부산진구 당감로64번길 30 (부암동)	부산광역시 부산진구 부암동 401-4			129.0402054	35.1677978		
123	135	태화반점	부산광역시 부산진구 중앙번영로 22 (범천동)	부산광역시 부산진구 범천동 842-10	051-633-4877		129.0615923	35.1447588		
124	136	일호집	부산광역시 부산진구 거제대로60번길 31 (양정동)	부산광역시 부산진구 양정동 370-1			129.0693535	35.1734809		
125	137	가득족발	부산광역시 부산진구 동천로107번길 25 (부전동)	부산광역시 부산진구 부전동 142-9	051-806-9080		129.0608962	35.158137		
126	138	한방돼지국밥	부산광역시 부산진구 연수로 41 (양정동)	부산광역시 부산진구 양정동 271-14	051-853-0016		129.0754166	35.1747717		
127	139	급행장	부산광역시 부산진구 서면문화로 4 (부전동)	부산광역시 부산진구 부전동 259-27	051-809-2100		129.0580052	35.1580882		
128	140	참샘굴국밥	부산광역시 부산진구 부전로158번길 6 (부전동,(1층))	부산광역시 부산진구 부전동 347-2 (1층)	051-807-7196		129.0584019	35.1621652		
129	141	정원오리보쌈	부산광역시 부산진구 새싹로 36-1 (부전동)	부산광역시 부산진구 부전동 394-38	051-802-0594		129.0568338	35.1609564		
130	142	경회루	부산광역시 부산진구 새싹로29번길 5 (부전동)	부산광역시 부산진구 부전동 400-1	051-802-8852		129.0566695	35.1601443		
131	143	돌담집	부산광역시 부산진구 서면문화로 22-5 (부전동)	부산광역시 부산진구 부전동 398-22	051-819-0363		129.0567814	35.159566		
132	144	천일횟집	부산광역시 부산진구 새싹로 21-3 (부전동)	부산광역시 부산진구 부전동 397-4	051-809-8678		129.0572232	35.1596429		
133	145	장어촌	부산광역시 부산진구 부전로96번길 36 (부전동)	부산광역시 부산진구 부전동 475-12	051-809-6766		129.0566735	35.1586316		
134	146	서울깍두기	부산광역시 부산진구 서면문화로5번길 9, 1층 (부전동)	부산광역시 부산진구 부전동 486-3 1층	051-809-0224		129.0570964	35.1582147		
135	147	남포동 서울깍두기	부산광역시 부산진구 새싹로8번길 13, 1층 (부전동)	부산광역시 부산진구 부전동 262-9 (1층)	051-809-7398		129.0590413	35.1592229		
136	148	종로빈대떡	부산광역시 부산진구 서면문화로5번길 3 (부전동)	부산광역시 부산진구 부전동 486-22	051-803-8538		129.0574717	35.1582268		
137	149	오모가리김치찌개	부산광역시 부산진구 서면문화로 31 (부전동)	부산광역시 부산진구 부전동 474-71	051-804-5396		129.0557046	35.1598654		
138	150	강촌어탕국수	부산광역시 부산진구 서면문화로 41 (부전동)	부산광역시 부산진구 부전동 406-68	051-818-6701		129.0553849	35.1607902		
139	151	부광횟집	부산광역시 부산진구 서면문화로 24-1, 1,2층 (부전동)	부산광역시 부산진구 부전동 398-4 (1,2층) 	051-809-6039		129.0565513	35.1595924		
140	152	신토불이오리불고기	부산광역시 부산진구 동평로 377 (양정동,번지(지상2층))	부산광역시 부산진구 양정동 501-19 번지(지상2층)	051-865-1070		129.0665233	35.1749781		
141	153	선아기사식당	부산광역시 부산진구 연수로 41 (양정동)	부산광역시 부산진구 양정동 271-14	051-868-2207		129.0754166	35.1747717		
142	154	황궁쟁반짜장	부산광역시 부산진구 동평로 395 (양정동)	부산광역시 부산진구 양정동 321-20	051-852-1268		129.0683969	35.1745465		
143	155	둥지	부산광역시 부산진구 중앙대로969번길 24 (양정동)	부산광역시 부산진구 양정동 262-10			129.0725363	35.1766059		
144	156	유명한문현곱창	부산광역시 부산진구 당감로64번길 25 (부암동)	부산광역시 부산진구 부암동 427-2	051-809-7032		129.0399361	35.1679236		
145	157	오천냥포차	부산광역시 부산진구 동성로 55-1 (전포동)	부산광역시 부산진구 전포동 243-4	051-805-7785		129.0681777	35.1555354		
146	159	리수스키친	부산광역시 부산진구 중앙대로 722-7 (부전동)	부산광역시 부산진구 부전동 156-43	051-807-8602		129.0602165	35.1571453		
147	161	__돈까스 서면롯데점	부산광역시 부산진구 가야대로784번길 7 (부전동)	부산광역시 부산진구 부전동 490-36			129.0573089	35.1571216		
148	162	발빠닭	부산광역시 부산진구 동천로85번길 14-3, 1층 (부전동)	부산광역시 부산진구 부전동 168-328	051-809-7007		129.0613873	35.1564485		
149	163	행복한우리동네	부산광역시 부산진구 가야대로703번길 5 (당감동)	부산광역시 부산진구 당감동 1008			129.0483873	35.157347		
150	164	복조리	부산광역시 부산진구 골드테마길 60 (범천동)	부산광역시 부산진구 범천동 844-71			129.0603073	35.1444006		
151	165	통돼지갈비		부산광역시 부산진구 범천동 1252	051-646-9077		129.053661	35.1485635		
152	166	썬더치킨신암1호점	부산광역시 부산진구 신암로 73, 1층 (범천동)	부산광역시 부산진구 범천동 1253-2	051-639-8592		129.0539262	35.1480391		
153	167	가가와	부산광역시 부산진구 중앙번영로 6 (범천동)	부산광역시 부산진구 범천동 847-37	051-632-3949		129.0598127	35.1447753		
154	168	소문난집	부산광역시 부산진구 신천대로65번길 69 (범천동,,38(1층))	부산광역시 부산진구 범천동 873-37 ,38(1층) 	051-633-4717		129.0581589	35.1471925		
155	169	대나무집	부산광역시 부산진구 엄광로134번길 29-16 (가야동)	부산광역시 부산진구 가야동 493-12	051-891-6328		129.0280393	35.1463253		
156	170	서울식당	부산광역시 부산진구 가야대로703번길 31 (당감동)	부산광역시 부산진구 당감동 69-17			129.0483977	35.1584999		
157	171	정선가	부산광역시 부산진구 서전로9번길 26 (부전동)	부산광역시 부산진구 부전동 122-24	051-809-5455		129.0610465	35.1588764		
158	172	진주	부산광역시 부산진구 진사로61번길 29 (개금동)	부산광역시 부산진구 개금동 629-1	051-894-4060		129.0191575	35.1464589		
159	173	양지식당	부산광역시 부산진구 부전로152번길 40 (부전동)	부산광역시 부산진구 부전동 352-2	051-802-8085		129.0580554	35.1605328		
160	174	태화육개장	부산광역시 부산진구 서면문화로 18-1 (부전동)	부산광역시 부산진구 부전동 397-21	051-802-5995		129.0569909	35.1592806		
161	175	남대문	부산광역시 부산진구 부전로96번길 35 (부전동,,130,4,144)	부산광역시 부산진구 부전동 474-45 ,130,4,144 	051-805-9191		129.0566546	35.1587913		
162	176	세븐참치	부산광역시 부산진구 서면문화로 46, 지상1층 (부전동)	부산광역시 부산진구 부전동 404-27 지상1층	051-805-6901		129.0556763	35.1612714		
163	177	착한동태	부산광역시 부산진구 부전로96번길 34-4 (부전동,(1층))	부산광역시 부산진구 부전동 477-20 (1층)	051-818-4005		129.0564395	35.1585431		
164	178	사성각	부산광역시 부산진구 동천로107번길 18 (부전동)	부산광역시 부산진구 부전동 113-7	051-807-1288		129.0612739	35.1583526		
165	179	곰돌이	부산광역시 부산진구 새싹로8번길 3 (부전동)	부산광역시 부산진구 부전동 261-8			129.058543	35.1589693		
166	180	장수국밥	부산광역시 부산진구 새싹로29번길 8 (부전동,,30)	부산광역시 부산진구 부전동 401-23 ,30 	051-804-2277		129.0565683	35.1603199		
167	181	유명한손칼국수	부산광역시 부산진구 동평로405번길 7, 1층 (양정동)	부산광역시 부산진구 양정동 320-20	051-864-9321		129.0694845	35.1742679		
168	182	만리장성		부산광역시 부산진구 초읍동 271-4	051-804-2627		129.0477356	35.1758682		
169	183	서면양곱창	부산광역시 부산진구 가야대로784번길 66 (부전동)	부산광역시 부산진구 부전동 520-10	051-806-1919		129.0569327	35.1545875	4	358
170	184	장충동족발	부산광역시 부산진구 신천대로62번길 42, 1층 (부전동)	부산광역시 부산진구 부전동 232-4	051-806-6769		129.0585774	35.1525736	4.1	938
171	185	마라당	부산광역시 부산진구 중앙대로692번길 42, 지상1층 (부전동)	부산광역시 부산진구 부전동 219-1 지상1층			129.0615827	35.1543034		
172	186	깜짝식당	부산광역시 부산진구 서전로 20-4 (부전동)	부산광역시 부산진구 부전동 149-8			129.0618533	35.1574688		
173	187	고반식당서면점	부산광역시 부산진구 가야대로784번길 46-10 (부전동)	부산광역시 부산진구 부전동 516-15	051-803-0078		129.0566827	35.1554861	4	82
174	188	보성집	부산광역시 부산진구 신천대로65번길 64 (범천동)	부산광역시 부산진구 범천동 871-23	051-895-8718		129.0579409	35.1474106		
175	189	영희네한상	부산광역시 부산진구 신천대로 288 (부암동)	부산광역시 부산진구 부암동 42-21	051-816-5250		129.0507251	35.1675418		
176	190	진미식당	부산광역시 부산진구 가야대로424번길 91 (개금동)	부산광역시 부산진구 개금동 617-22	051-896-7647		129.0187274	35.1484821		
177	191	부부(BUBU)	부산광역시 부산진구 개금본동로9번길 77, 1층 (개금동)	부산광역시 부산진구 개금동 424-9 1층	070-8835-5931		129.0223308	35.1559548		
178	192	장원식당		부산광역시 부산진구 개금동 58-16 산58-16	051-892-3210					
179	193	일신초밥	부산광역시 부산진구 새싹로28번길 10 (부전동,번지(1층,2층))	부산광역시 부산진구 부전동 395-21 번지(1층,2층) 	051-807-9083		129.0576955	35.160242		
180	194	포항물횟집	부산광역시 부산진구 새싹로29번길 14-7 (부전동,번지(지하1층,지상1,2,3층))	부산광역시 부산진구 부전동 403-35 번지(지하1층,지상1,2,3층) 	051-808-5949		129.0561056	35.1605161		
181	195	영	부산광역시 부산진구 새싹로 21-4 (부전동)	부산광역시 부산진구 부전동 399-5			129.0571293	35.1597282		
182	196	하동산곰장어	부산광역시 부산진구 새싹로8번길 11 (부전동)	부산광역시 부산진구 부전동 262-10			129.0589263	35.1591497		
183	197	춘하추동	부산광역시 부산진구 부전로152번길 69 (부전동)	부산광역시 부산진구 부전동 262-13	051-809-5820		129.0587867	35.1593207		
184	198	금호횟집	부산광역시 부산진구 새싹로29번길 12 (부전동)	부산광역시 부산진구 부전동 402-4	051-804-7734		129.0563135	35.1603994		
185	199	니꼬야	부산광역시 부산진구 새싹로29번길 12 (부전동)	부산광역시 부산진구 부전동 402-4	051-806-7711		129.0563135	35.1603994		
186	200	울산목살구이집	부산광역시 부산진구 부전로152번길 51-1 (부전동)	부산광역시 부산진구 부전동 264-8	051-806-8689		129.058463	35.1599791		
187	201	충무낚지볶음	부산광역시 부산진구 새싹로8번길 19 (부전동)	부산광역시 부산진구 부전동 262-1	051-807-2454		129.0592789	35.1593508		
